dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Apache Spark,Apache Spark,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Apache Spark,Apache Spark,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Apache Sqoop,Apache Sqoop,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Apache Struts,Apache Struts,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.c|Apache Subversion SVN,Apache Subversion SVN,File versioning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Apache Tomcat,Apache Tomcat,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.i|Apatar,Apatar,Metadata management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|APLAC,APLAC,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Apple Cocoa,Apple Cocoa,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Apple DrawBerry,Apple DrawBerry,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Apple Final Cut Pro,Apple Final Cut Pro,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Apple iMovie,Apple iMovie,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Apple iOS,Apple iOS,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.f|Apple iWork Keynote,Apple iWork Keynote,Presentation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.f|Apple Keynote,Apple Keynote,Presentation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Apple macOS,Apple macOS,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Applicant tracking software,Applicant tracking software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|ApplicantPro iApplicants,ApplicantPro iApplicants,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Application management software,Application management software,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Aprimo Marketing,Aprimo Marketing,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Aqsis Renderer,Aqsis Renderer,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Arbita OnePost,Arbita OnePost,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Arbita OneWorld,Arbita OneWorld,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Arbutus Analyzer,Arbutus Analyzer,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.g|Architecture description language ADL,Architecture description language ADL,Requirements analysis and system architecture software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|ArcSight Enterprise Threat and Risk Management,ArcSight Enterprise Threat and Risk Management,Risk management data and analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.16.i|Asana,Asana,Cloud-based data access and sharing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|ASG Technologies ASG-Zeke,ASG Technologies ASG-Zeke,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Assembly line balancing software,Assembly line balancing software,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Assessment software,Assessment software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Asset management software,Asset management software,Inventory management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|AST Staff Matrix,AST Staff Matrix,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.b|Aster Data nCluster,Aster Data nCluster,Clustering software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.h|ATD protocol,ATD protocol,WAN switching software and firmware,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Atlas Search,Atlas Search,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|Atlassian Bamboo,Atlassian Bamboo,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Atlassian Bitbucket,Atlassian Bitbucket,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Atlassian Confluence,Atlassian Confluence,Project management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.a|Atlassian JIRA,Atlassian JIRA,Content workflow software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|ATX Total Accounting Office,ATX Total Accounting Office,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|ATX Total Engagement Office,ATX Total Engagement Office,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|ATX Total Tax Office,ATX Total Tax Office,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Audit management software,Audit management software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Audit planning and control environment software,Audit planning and control environment software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|AuditWare CaseWare Examiner,AuditWare CaseWare Examiner,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|AuditWare financial reporting and auditing software,AuditWare financial reporting and auditing software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Autodesk 3ds Max,Autodesk 3ds Max,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk 3ds Max Design,Autodesk 3ds Max Design,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk Alias Design,Autodesk Alias Design,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk Alias Surface,Autodesk Alias Surface,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk AutoCAD,Autodesk AutoCAD,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk AutoCAD Civil 3D,Autodesk AutoCAD Civil 3D,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Autodesk Combustion,Autodesk Combustion,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk Land Desktop,Autodesk Land Desktop,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Autodesk Maya,Autodesk Maya,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Autodesk MotionBuilder,Autodesk MotionBuilder,Video creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Autodesk Mudbox,Autodesk Mudbox,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Autodesk Revit,Autodesk Revit,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Autodesk SketchBook Pro,Autodesk SketchBook Pro,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Autodesk SoftImage,Autodesk SoftImage,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|AutoDesSys form Z,AutoDesSys form Z,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Automated audit trail analysis software,Automated audit trail analysis software,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|Automated auditors fraud detector software,Automated auditors fraud detector software,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.a|Automated installation software,Automated installation software,Configuration management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Automated material handling software,Automated material handling software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Automated media tracking software,Automated media tracking software,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Automatic dynamic incremental nonlinear analysis ADINA,Automatic dynamic incremental nonlinear analysis ADINA,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Automation Counselors municiPAL,Automation Counselors municiPAL,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|AutoQ3D,AutoQ3D,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Availability prediction modeling software,Availability prediction modeling software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|Avalara AvaTax ST,Avalara AvaTax ST,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|AVEVA InTouch HMI,AVEVA InTouch HMI,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.3.b|Avid Pro Tools,Avid Pro Tools,Music or sound editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|AWK,AWK,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.g|Axure RP,Axure RP,Web page creation and editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Azalea Health Azalea EHR,Azalea Health Azalea EHR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|B-Method,B-Method,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Backbone.js,Backbone.js,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Background checking software,Background checking software,Human resources software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.15.f|Backup and archival software,Backup and archival software,Backup or archival software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.1.e|Basecamp,Basecamp,Project management software,,pending
