career_name,onet_soc_code,onet_title,source_domain,concept_type,external_skill_id,technology_name,software_category_id,software_category_name,hot_technology,in_demand,score_eligible
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|Kronos Workforce Timekeeper,Kronos Workforce Timekeeper,2.E.2.e,Time accounting software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Lawson Human Resource Management,Lawson Human Resource Management,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Lawson Human Resource Management,Lawson Human Resource Management,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.h|LexisNexis,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.h|LexisNexis,LexisNexis,2.E.6.h,Information retrieval or search software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|LinkedIn,LinkedIn,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|LinkedIn,LinkedIn,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.c|Loom,Loom,2.E.4.c,Video creation and editing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.c|Loom,Loom,2.E.4.c,Video creation and editing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Main Sequence Technologies PCRecruiter,Main Sequence Technologies PCRecruiter,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Main Sequence Technologies PCRecruiter,Main Sequence Technologies PCRecruiter,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Main Sequence Technologies PCRecruiter Resume Inhaler,Main Sequence Technologies PCRecruiter Resume Inhaler,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Main Sequence Technologies PCRecruiter Resume Inhaler,Main Sequence Technologies PCRecruiter Resume Inhaler,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.l|Marketo Marketing Automation,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.l|Marketo Marketing Automation,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.i|MEDITECH software,MEDITECH software,2.E.9.i,Medical software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.9.i|MEDITECH software,MEDITECH software,2.E.9.i,Medical software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Micro J Systems PcHunter,Micro J Systems PcHunter,2.E.1.c,Human resources software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Micro J Systems PcHunter,Micro J Systems PcHunter,2.E.1.c,Human resources software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Microsoft Access,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Microsoft Access,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics GP,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Microsoft Dynamics GP,Microsoft Dynamics GP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.i|Microsoft Excel,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.i|Microsoft Excel,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.10.e|Microsoft Internet Explorer,Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.10.e|Microsoft Internet Explorer,Microsoft Internet Explorer,2.E.10.e,Internet browser software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.k|Microsoft Office software,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.k|Microsoft Office software,Microsoft Office software,2.E.1.k,Office suite software,Y,Y,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.a|Microsoft Outlook,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.16.a|Microsoft Outlook,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,Y,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.f|Microsoft PowerPoint,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.f|Microsoft PowerPoint,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.e|Microsoft Project,Microsoft Project,2.E.1.e,Project management software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.e|Microsoft Project,Microsoft Project,2.E.1.e,Project management software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.k|Microsoft Publisher,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.k|Microsoft Publisher,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Microsoft SharePoint,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.5.b|Microsoft SharePoint,Microsoft SharePoint,2.E.5.b,Document management software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Microsoft SQL Server,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Microsoft SQL Server,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.e|Microsoft SQL Server Reporting Services SSRS,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.e|Microsoft SQL Server Reporting Services SSRS,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.p|Microsoft Visio,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.p|Microsoft Visio,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic for Applications VBA,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.7.b|Microsoft Visual Basic for Applications VBA,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.13.c|Microsoft Windows,Microsoft Windows,2.E.13.c,Operating system software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.13.c|Microsoft Windows,Microsoft Windows,2.E.13.c,Operating system software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Microsoft Word,Microsoft Word,2.E.4.d,Word processing software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.4.d|Microsoft Word,Microsoft Word,2.E.4.d,Word processing software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|MicroStrategy,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|MicroStrategy,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|MPAY Millennium,MPAY Millennium,2.E.2.e,Time accounting software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.e|MPAY Millennium,MPAY Millennium,2.E.2.e,Time accounting software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|NetSuite ERP,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|NetSuite ERP,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Online databases,Online databases,2.E.6.f,Data base user interface and query software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Online databases,Online databases,2.E.6.f,Data base user interface and query software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|Oracle Business Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.m|Oracle Business Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Oracle Database,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.f|Oracle Database,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.d|Oracle E-Business Suite Financials,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.d|Oracle E-Business Suite Financials,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.c|Oracle Eloqua,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.6.c|Oracle Eloqua,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Oracle Fusion Applications,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Recruitment Consultant,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.2.b|Oracle Fusion Applications,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N,true
Human Resources Adviser,13-1071.00,Human Resources Specialists,onet_software_skills,technology,2.E.1.c|Oracle HRIS,Oracle HRIS,2.E.1.c,Human resources software,N,Y,true
